name,price,OCrate,neighbor,property_type,bed,bath
 Park Slope Home away from Home ,$155/night, 74%  ,Park Slope ,House,2,1
 1 bdrm brownstone-west 70's-1 block Central Park ,$270/night, 62%  ,Central Park ,Apartment,2,1
 Luxurious Village 1 bed! ,$193/night, 67%  ,NoHo ,Apartment,1,1
 Reno Studio Gramercy~Sleeps3! ,$140/night, 86%  ,NoHo ,Apartment,2,1
 Beautiful Exposed Brick Studio Loft ,$125/night, 85%  ,Central Park ,Loft,1,1
 1 bedroom apt 1 stop from Manhattan ,$170/night, 82%  ,Blissville ,Apartment,1,1
" Landmark 1 Bedroom has 2 beds, Free WiFi ",$68/night, 77%  ,Washington Heights ,Apartment,1,1
 Brooklyn Apartment Windsor Terrace ,$133/night, 57%  ,Park Slope ,Apartment,1,1
 Landmark Parlor Studio near train has 2 beds. ,$64/night, 66%  ,High Bridge ,Apartment,2,1
 Spacious Manhattan One Bedroom Apt ,$90/night, 80%  ,Morris Heights ,Apartment,1,1
 Rosa B Private Apartment! Quiet and Safe Area. ,$65/night, 88%  ,Rego Park ,House,3,1
" Perfect 2 Bed Bklyn Apt, near SUNY Downstate! ",$109/night, 3%  ,East Flatbush ,Apartment,2,1
 Charming apt close to everything! ,$174/night, 75%  ,Carnegie Hill ,Apartment,N/A,1
 Lovely One Bedroom Heart Of Astoria ,$108/night, 66%  ,Woodside ,Apartment,1,1
" Sunny, spacious 1-bedroom in Upper Manhattan ",$103/night, 86%  ,Inwood ,Apartment,1,1
 Holiday in Manhattan!  Great Views! ,$86/night, 33%  ,Marble Hill ,Apartment,N/A,1
" West Village Loft, 1st floor ",$201/night, 83%  ,NoHo ,House,1,1
 MIDTOWN APARTMENT WITH SPECTACULAR VIEW ,$208/night, 91%  ,Clinton ,Apartment,1,1
 10 Minutes From Manhattan ,$102/night, 40%  ,Woodside ,Apartment,1,1
 Cozy 2BD Near Columbia Univ ,$152/night, 46%  ,Manhattanville ,Apartment,2,1
 ★Fabulous East Village Penthouse★3BR/2BA+Roof Terr ,$413/night, 88%  ,East Village ,Townhouse,4,2
 Cool & Cozy 2B/1BA in prime LES! ,$239/night, 76%  ,Lower East Side ,Apartment,2,1
 Zen Den & Modern Outdoor Space ,$50/night, 84%  ,Woodhaven ,House,2,1
 Brooklyn Brownstone Beauty ,$250/night, 51%  ,Park Slope ,House,2,1
 Comfortable one bedroom with patio ,$147/night, 79%  ,Clinton Hill ,Apartment,1,1
 Prime Williamsburg duplex Bedford L ,$229/night, 87%  ,Greenpoint ,Apartment,2,2
" NYC, Modern and Spacious Apt fits 6 ",$244/night, 61%  ,Carnegie Hill ,Apartment,3,1
 Sunny & spacious 1 bedroom gem! ,$90/night, 98%  ,East Elmhurst ,Apartment,2,1
 Charming and Convenient Garden Apt ,$66/night, 99%  ,Bedford Stuyvesant ,Apartment,1,1
 Furnished 2BR in UES (30 DAYS MIN) ,$110/night, 66%  ,Carnegie Hill ,Apartment,3,1
" Hamilton Hts Beauty, Manhattan 1 BR ",$134/night, 91%  ,Hamilton Heights ,House,2,1
 Great DEAL Gramercy 1 BDROOM /2beds ,$117/night, 87%  ,NoHo ,Apartment,2,1
 Beautiful 2 BR Apt UES- Min 30 Days ,$300/night, 88%  ,Carnegie Hill ,Apartment,3,1
" Cozy 2 bedroom, near Central Park ",$233/night, 93%  ,Carnegie Hill ,Apartment,3,1
 Prime Union Square! Large 1BR~Great value ,$185/night, 100%  ,NoHo ,Apartment,2,1
 Spacious 1BD in lovely Clinton Hill ,$100/night, 81%  ,Park Slope ,Apartment,1,1
 Huge LES 3 BD 3 BA Elevator + Patio ,$712/night, 48%  ,Lower East Side ,Apartment,5,3
 Brooklyn - Funky 1 Bedroom ,$123/night, 97%  ,Bushwick ,Apartment,1,1
" ENTIRE home - Modern, huge, sunny 2BD ",$142/night, 84%  ,Harlem ,Apartment,2,1
" Super Quiet, Private Patio ",$111/night, 56%  ,Carroll Gardens ,Apartment,2,1
 法拉盛中心温馨两房两厅. 近一切｡2 br close to everything. ,$97/night, 67%  ,Flushing ,Apartment,3,1
 Gorgeous Parlor Floor Suite near Subway ,$151/night, 93%  ,Bushwick ,Townhouse,1,1
 Spacious Bright and Airy ,$120/night, N/A%  ,Kensington ,Apartment,2,1
 Cozy Apartment on the UES ,$165/night, 79%  ,Carnegie Hill ,Apartment,2,1
 Beautiful private unit in the heart of Brooklyn ,$68/night, 84%  ,Brownsville ,House,3,1
 Lower East Side True 1 BR ,$135/night, 92%  ,DUMBO ,Apartment,1,1
 Prospect Park 2BR Near MANHATTAN!!! ,$130/night, 54%  ,Flatbush ,Apartment,3,1
 Sunny plant-filled apartment with 2 balconies ,$99/night, 100%  ,Clinton Hill ,Apartment,2,2
 Park Slope haven 15 mins from Soho ,$150/night, 57%  ,Park Slope ,Apartment,1,1
" Large, Cozy One Bedroom Apartment ",$75/night, 76%  ,Washington Heights ,Apartment,N/A,1
 Manhattan! Bunk beds for 10+ ,$312/night, 67%  ,Hamilton Heights ,House,5,1
" Bright, Bedstuy Gem ",$98/night, 88%  ,Bushwick ,House,3,1
 Unique 2 Bed/2 Bath Duplex Apt ,$275/night, 65%  ,Manhattanville ,Apartment,5,2
 Furnished studioB UES (30 days MIN) ,$99/night, 96%  ,Carnegie Hill ,Apartment,2,1
 West Village upscale apartment ,$214/night, 96%  ,NoHo ,Apartment,1,1
 Entire Apt in Jackson Heights-25 min to Manhattan ,$104/night, 42%  ,East Elmhurst ,Apartment,1,1
 Spacious 2BR in UES - 30 DAYS MIN ,$99/night, 100%  ,Carnegie Hill ,Apartment,3,1
 1000 SQ FT Cobble Hill Übercharmer ,$261/night, 87%  ,Red Hook ,Apartment,4,1
" Chic 2Br/2bath, Lower Manhattan ",$232/night, 59%  ,DUMBO ,Apartment,2,1.5
 Studio Lower East - Manhattan ,$159/night, 54%  ,NoHo ,Apartment,1,1.5
 Boerum Hill Brownstone with Skylights ,$140/night, 40%  ,Park Slope ,Condominium,2,1
 Cozy 2BR in the UES (MIN 30 DAYS) ,$99/night, 93%  ,Carnegie Hill ,Apartment,2,1
 Spacious Apt in Bushwick! ,$90/night, 48%  ,Bushwick ,Apartment,1,1
 Harlem Brownstone - It's Historic! ,$125/night, 62%  ,Manhattanville ,House,2,1
 Charming Upper West Side Studio ,$140/night, 64%  ,Carnegie Hill ,Apartment,1,1
 Prime Williamsburg Loft Oasis with Garden! ,$200/night, 74%  ,Navy Yard ,Loft,1,1
  1 Bed heart of Lincoln Center ,$208/night, 50%  ,Central Park ,Apartment,2,1
" Luxurious beds in a simple, clean, cozy home ",$136/night, 16%  ,Astoria Heights ,Apartment,2,1
 M3 Hamilton's Hideaway Studio ,$108/night, 40%  ,Clason Point ,House,2,1
 Gorgeous Adelphi Oasis ,$85/night, 88%  ,Clinton Hill ,Apartment,2,1
 Spacious 1 Bedroom Apartment ,$91/night, 65%  ,Bensonhurst ,Apartment,1,1
 Our home is your home.(Vegetarian) ,$428/night, 18%  ,Fresh Meadows ,House,12,3
 Williamsburg Carriage House w/ yard ,$119/night, 71%  ,Navy Yard ,Guesthouse,2,1
 Cute & Charming Studio W/ Private Outdoor Space NY ,$200/night, 100%  ,Carnegie Hill ,Apartment,2,1
 Beautiful Apt in the Center of NYC ,$222/night, 62%  ,NoHo ,Apartment,2,1
" Tall Ceilings, Large Windows ",$112/night, 88%  ,Carroll Gardens ,Apartment,1,1
 1RW- CARRIAGE HOUSE STUDIO OFF CTYD ,$91/night, 89%  ,East Village ,Apartment,1,1
 2RE - CARRIAGE HOUSE STUDIO OFF CTYD ,$104/night, 64%  ,NoHo ,Apartment,1,1
" Apt in Astoria, Queens.15min to NYC ",$107/night, 40%  ,Astoria Heights ,Apartment,2,1
 3 Bedroom apartment & Yard next to Subway sleeps 6 ,$139/night, 58%  ,Bay Ridge ,House,3,1
 Five star large one bedroom! ,$185/night, 60%  ,Carnegie Hill ,Apartment,2,1
 Lovely Prime Hells Kitchen / Times Square Apt! ,$321/night, 86%  ,Tudor City ,Apartment,4,2
 Two story apt with terrace right by Central Park! ,$294/night, 98%  ,Central Park ,Apartment,2,1.5
 Private 1st level studio near NYC ,$84/night, 92%  ,Bensonhurst ,House,1,1
 HOUSE SUITE ,$97/night, 90%  ,Bushwick ,Townhouse,1,1
 Restored Bungalow of Rockaway Beach ,$131/night, 68%  ,Arverne ,Guesthouse,2,1
 Elegant Quiet Spacious 2BD Brownstone Brooklyn NYC ,$140/night, 59%  ,Bushwick ,Apartment,2,1
 Spacious 2 Bedroom apartment in Washington Heights ,$79/night, 77%  ,Washington Heights ,Apartment,3,1
 Williamsburg 2b apartment with deck ,$227/night, 77%  ,Greenpoint ,House,2,1
 Adorable sunny studio great area-For monthly stays ,$109/night, 38%  ,Hunters Point ,Apartment,2,1
 Bright and Cozy in Bed-Stuy ,$98/night, 99%  ,Clinton Hill ,Apartment,1,1
 Sugarhill  Studio ,$88/night, 32%  ,High Bridge ,Apartment,N/A,1
" Clean, New Private Garden Level Apartment in BKLYN ",$173/night, 67%  ,Borough Park ,Apartment,4,1
 Loft Studio Near UN Building-30 days min stay ,$107/night, 61%  ,Hunters Point ,Apartment,2,1
 Super Cute Junior 1BR in LES!! ,$117/night, 87%  ,Lower East Side ,Apartment,1,1
 affordable and convenient Manhattan studio ,$130/night, 91%  ,Upper West Side ,Apartment,1,1
 Amazing large 2BR in the UES  (MIN 30 DAYS) ,$99/night, 65%  ,Carnegie Hill ,Apartment,3,1
 Lovely 2 Bedroom Family Apartment Close to City ,$146/night, 37%  ,Woodside ,Apartment,4,1.5
 Cozy 1 Bedroom Apt In Great Location! ,$174/night, 72%  ,Carnegie Hill ,Apartment,1,1.5
 Charming & sunny studio apartment ,$106/night, 79%  ,Harlem ,Apartment,N/A,1
 Downtown Full Floor Loft ,$303/night, 92%  ,Financial District ,Apartment,3,1
 Perfect & Stylish Williamsburg Apt ,$170/night, 56%  ,Downtown ,Apartment,2,1
 Loft-Like Park Slope 3bdr Duplex ,$299/night, 95%  ,Park Slope ,Apartment,4,2.5
 Basement apartment in bedstuy ,$60/night, 98%  ,Clinton Hill ,Apartment,N/A,1
 Modern 1br by ocean in Brooklyn ,$105/night, 1%  ,Fort Hamilton ,Loft,2,1
 Charming apt in beautiful Brooklyn! ,$105/night, 66%  ,Bushwick ,Apartment,2,1
 Entire 1 Bedroom/Bath CentralPark Elevator NYE2020 ,$238/night, 59%  ,Carnegie Hill ,Apartment,1,1
 Happy Brooklyn! Happy Konakolo! ,$146/night, 78%  ,Park Slope ,House,3,1
 Gorgeous quiet & central NYC apt! ,$180/night, 58%  ,Sutton Place ,Apartment,1,1
 Designer 1 BR Duplex w/ Terrace- Spectacular Views ,$281/night, 84%  ,Lower East Side ,Apartment,1,1
 Bright + Stylish *THREE* Bedroom BK Apt Near Train ,$149/night, 72%  ,Bushwick ,Apartment,5,1
" Spacious,  3 bedrooms, 2 bath ",$352/night, 19%  ,Inwood ,Apartment,4,2
 LARGE COZY STUDIO BEST LOCATION - PARADISIAC OASIS ,$181/night, 65%  ,NoHo ,Apartment,2,1
 NYC GORGEOUS LIGHT SPACE RIVER VIEW ,$114/night, 87%  ,Harlem ,Apartment,4,1
 PRIME LOCATION STYLISH COMFORT ,$222/night, 54%  ,Greenpoint ,Apartment,2,1
 CLOSE- EAST SIDE HOSPITALS-  2 Bedroom Apt 5C ,$162/night, 47%  ,Hunters Point ,Apartment,3,1
 Lovely 1BR - Midtown East by metro! ,$169/night, 64%  ,Hunters Point ,Apartment,1,1
 *DYLAN* Exquisite 1 BR & Terrace - Contemporary ,$141/night, 62%  ,Central Park ,Apartment,2,1
 Gorgeous Waterfront Studio: Williamsburg ,$148/night, 87%  ,Downtown ,Apartment,1,1
 Huge Brooklyn Oasis only 1 block from subway! ,$117/night, 57%  ,Bushwick ,Apartment,2,1
 3 bdrm family friendly home in central Park Slope ,$241/night, 79%  ,Park Slope ,Townhouse,3,2
 Central Park Suite ,$168/night, 94%  ,Carnegie Hill ,Apartment,4,1
 Stylish Large 1bd APT in Chinatown/Tribeca NYC ,$171/night, 75%  ,DUMBO ,Apartment,1,1
 The Tudor Apartment - 2 Bedroom ,$125/night, 51%  ,Bayside ,Apartment,1,1
 Two Bridges District Chinatown NYC ,$142/night, 81%  ,DUMBO ,Apartment,1,1
 Nice studio in Midtown Manhattan ,$179/night, 90%  ,Midtown ,Apartment,2,1
 Your Home with View in Greenpoint! ,$201/night, 84%  ,Blissville ,Apartment,1,1
 Cozy Near Columbia ,$123/night, 68%  ,Harlem ,Apartment,1,1
" The SoHo Loft - Huge Penthouse - 1,200 sqft ",$470/night, 72%  ,NoHo ,Loft,3,1
 Classic Brooklyn Brownstone ,$160/night, 46%  ,Clinton Hill ,Apartment,1,1
 Contemporary & Clean 1 bdrm Apartment(Lower Level) ,$83/night, 86%  ,Bayside ,Apartment,2,1
" DOMINIQUE'S  NYC  cosy,2 bedrm crashPad*Stay here* ",$152/night, 35%  ,Co-op City ,Apartment,2,1
 Dominique's NY cosy 3bedrm crashpad**A Rare find** ,$241/night, 29%  ,Co-op City ,Apartment,4,1
 Private Cozy Bright Brooklyn Studio ,$85/night, 80%  ,Bushwick ,Apartment,2,1
 Apartment in Jackson Heights (Queens) ,$44/night, 82%  ,East Elmhurst ,Apartment,1,1
 Charming private Studio ,$67/night, 80%  ,Port Richmond ,House,2,1
 CHARMING GARDEN APT IN TOWNHOUSE ,$174/night, 51%  ,Manhattanville ,Apartment,1,1
 Two Bedroom Apartment ,$99/night, 100%  ,Ozone Park ,Apartment,3,1
 Great Spacious Apartment ,$116/night, 36%  ,East Harlem ,Apartment,2,1
" NYC 30 min by Subway, Brooklyn 2 ",$161/night, 52%  ,Brighton Beach ,Apartment,N/A,1.5
 Midtown Launching Pad ,$138/night, 58%  ,Hunters Point ,Apartment,2,1
 Rare Find - Oversized 1BR in Williamsburg center ,$232/night, 58%  ,Navy Yard ,Apartment,1,1
 Upper East Side Gem! ,$167/night, 82%  ,Carnegie Hill ,Apartment,2,1
 Best location & Amazing view / Apt in Tribeca ,$297/night, 46%  ,Tribeca ,Apartment,2,1
" Sunny, modern 1BR in Crown Heights ",$201/night, 46%  ,Prospect Park ,Apartment,1,1
 BRAND NEW condo in Flushing! ,$101/night, 82%  ,Flushing ,Apartment,2,1
 Modern Prime Williamsburg 1BR w/ Terrace & Views ,$120/night, 77%  ,Blissville ,Apartment,1,1
 Charming Studio Apartment ,$125/night, 92%  ,Upper West Side ,Apartment,N/A,1
" Spacious 2 Bedroom, 2 Bath, 5th Avenue Entire Apt ",$352/night, 60%  ,Harlem ,Apartment,2,2
 Beautiful Bushwick - 3BR Apartment ,$165/night, 57%  ,Bushwick ,Apartment,3,2
 CHARMING TOWNHOUSE NEAR RSD PARK - STUDIO APT ,$110/night, 76%  ,Central Park ,Apartment,2,1
 HEART OF THE GREENWICH VILLAGE!!! ,$128/night, 94%  ,NoHo ,Apartment,2,1
 The biggest small apt in Manhattan ,$115/night, 95%  ,Lower East Side ,Apartment,2,1
 Lovely Apt & Garden;  Legal;  Best Area; Amenities ,$136/night, 70%  ,Park Slope ,Apartment,2,1
 Modern/Spacious - Perfect for LARGE groups ,$302/night, 31%  ,Co-op City ,House,6,1
 Restored 1910 Brooklyn Loft Suite ,$135/night, 83%  ,Bushwick ,Apartment,1,1
" Spaceful 1 BR apartment, sleeps 3 ",$163/night, 96%  ,Carnegie Hill ,Apartment,1,1
 Modern Sunny 2 Bedroom Apartment ,$226/night, 65%  ,Woodside ,Apartment,4,1
 Reduced$ EastVillage Entire 1BD APT ,$158/night, 85%  ,East Village ,Apartment,N/A,1
 Sunny NYC APT - 15min from Midtown ,$98/night, 36%  ,Woodside ,Apartment,3,1
 Cozy New York Studio ,$124/night, 88%  ,Carnegie Hill ,Apartment,1,1
 Charming Townhouse Near RSD Park!  2 Bedroom Apt ,$189/night, 49%  ,Upper West Side ,Apartment,3,1
 Beautiful Studio in the Upper East (30 DAYS MIN) ,$99/night, 97%  ,Carnegie Hill ,Apartment,2,1
 Large Cozy 1 BR Apartment In Midtown East ,$202/night, 70%  ,Sutton Place ,Apartment,1,1
 Artist's Ditmas Pk 5 bedroom house ,$385/night, 4%  ,Kensington ,House,16,2.5
 Upper West Side 1-Bedroom ,$175/night, 66%  ,Central Park ,Apartment,1,1
" Close to subway, Manhattan, & shops with kitchen ",$113/night, 76%  ,Jackson Heights ,Townhouse,N/A,1
 I LOVE BROOKLYN PRIVATE 1-BR APT ,$77/night, 19%  ,Wingate ,Apartment,1,1
 Cozy 1BD near midtown Manhattan ,$110/night, 88%  ,Hunters Point ,House,1,1
 Designer's Red Hook Apartment ,$120/night, 70%  ,Red Hook ,Apartment,2,1
 Williamsburg/Greenpoint Suite ,$141/night, 100%  ,Blissville ,Apartment,1,1
 Artist 1 Bdrm 1 bath w/ Shrine Room ,$97/night, 91%  ,Bushwick ,Apartment,1,1
 The Cottage / 1500 sqft. of Privacy ,$323/night, 42%  ,Hunters Point ,Guesthouse,6,2
 Boerum Hill Brownstone Garden Duplx ,$347/night, 84%  ,Cobble Hill ,Apartment,4,2
 Harlem Style Spacious and Sunny ,$115/night, 84%  ,Harlem ,Apartment,2,1
 3BDR architect's garden home ,$250/night, 90%  ,Park Slope ,Townhouse,3,2.5
" Big, Bright, and Beautiful ",$96/night, 64%  ,Park Slope ,Apartment,1,1
 LIC Super Sunny & Spacious 1BR Apt ,$135/night, 83%  ,Blissville ,Apartment,1,1
 Perfect Times Square 1 bedroom  ,$167/night, 76%  ,Tudor City ,Apartment,1,1
 Cozy and quiet with secret garden ,$88/night, 95%  ,Manhattanville ,Townhouse,1,1
 Sunny 1BR in the East Village center ,$150/night, 73%  ,NoHo ,Apartment,2,1
 Furnished studioA UES (30 days MIN) ,$99/night, 62%  ,Carnegie Hill ,Apartment,2,1
 Side view of Central Park apartment ,$196/night, 65%  ,Carnegie Hill ,Apartment,4,1
 Chic Apartment in Sunny Brownstone Building ,$150/night, 10%  ,Hamilton Heights ,Apartment,2,1
 Chez Louise sunny BK garden apt. ,$130/night, 85%  ,Bushwick ,Apartment,2,1
 Airy 1BR nice area Queens nr subway ,$69/night, 61%  ,Rego Park ,Apartment,1,1
 Glorious Mornings Townhouse ,$150/night, 52%  ,Elm Park ,Apartment,4,2
 UES LRG 1BR SLEEPS 4~61ST~Gr8 value ,$150/night, 80%  ,Sutton Place ,Apartment,2,1
 Warm and Inviting 1 Bedroom In Fort Greene ,$95/night, 82%  ,Clinton Hill ,Apartment,1,1
 Cute & Cozy Lower East Side 1 bdrm ,$150/night, 100%  ,DUMBO ,Apartment,2,1
" Convenient East Village Studio, ",$147/night, 100%  ,NoHo ,Apartment,1,1
 Park Slope townhouse apartment ,$158/night, 71%  ,Park Slope ,Apartment,4,1
 Gem-like UES writer's studio ,$78/night, 86%  ,Carnegie Hill ,Apartment,1,1
 Very cute quiet Studio in chelsea ,$135/night, 100%  ,Clinton ,Apartment,N/A,1
 Yankee Nest ,$250/night, 23%  ,Concourse ,House,4,2
 Two bedroom Garden flat with backyard! ,$68/night, 58%  ,Canarsie ,Guest suite,2,1
 Spacious East Village 1 Bedroom ,$150/night, 97%  ,NoHo ,Townhouse,1,1
 Remsen Village Rental ,$139/night, 17%  ,Brownsville ,Apartment,3,1
 Bohemian Studio Loft in Brooklyn ,$129/night, 29%  ,Blissville ,Serviced apartment,N/A,1
 Large Bohemian Studio- Gramercy! ,$201/night, 49%  ,Tudor City ,Apartment,N/A,1
 Spacious Full 1 Bedroom Apartment ,$90/night, 10%  ,Kensington ,Apartment,1,1
 Beautiful 1br on Upper West Side ,$134/night, 92%  ,Manhattanville ,Apartment,1,1
" Upper West SIDE,Washington bridge,Time Square 30' ",$74/night, 46%  ,Washington Heights ,Apartment,2,1
 CLEAN AND STYLISH EAST VILLAGE PAD ,$146/night, 79%  ,East Village ,Apartment,1,1
 Newly renovated 1BR+ in Park Slope ,$163/night, 63%  ,Park Slope ,House,N/A,1
" Bright, Renovated 1BR in Brownstone ",$203/night, 87%  ,Manhattanville ,Apartment,2,1
 Sunny 2BR Flex w/CityView From Bed! ,$159/night, 44%  ,Blissville ,Serviced apartment,1,1
 Nice one bedroom apartment by the Prospect park ,$80/night, 71%  ,Park Slope ,Apartment,1,1
" 5 Bedroom, 2 Bath, Steps to Train. FREE PARKING! ",$317/night, 39%  ,Brownsville ,Apartment,12,2
 Beautiful 1BD/ NEW RENOVATIONS/ELEV ,$116/night, 100%  ,Sutton Place ,Apartment,2,1
" Triplex 3 bedroom Private Apt, Deck, yard & pond! ",$243/night, 44%  ,Park Slope ,Apartment,8,1.5
 Beautiful Design studio next to Central Park! ,$120/night, 88%  ,Harlem ,Apartment,1,1
 Charming 1-BR in Gramercy ,$159/night, 100%  ,NoHo ,Apartment,2,1
 Beautiful bright renovated 2BR w Balcony-sleeps 5! ,$306/night, 72%  ,Downtown ,Apartment,3,1
" Very Large, Airy, and Bright Loft -Williamsburg ",$179/night, 42%  ,Greenpoint ,Loft,2,1
 Spacious Nolita 2 Bd w/roof garden ,$300/night, 100%  ,NoHo ,Apartment,2,1
 Large NYC Chelsea Studio - King Bed ,$240/night, 80%  ,Gramercy ,Apartment,1,1
 Quiet Midtown Oasis - Sutton Place ,$203/night, 52%  ,Hunters Point ,Condominium,1,1
 Historic Landmark Neighborhood ,$300/night, 50%  ,Carroll Gardens ,Apartment,3,1
 cozy studio with parking spot ,$101/night, 59%  ,Rego Park ,Apartment,1,1
 3 floors of luxury! ,$311/night, 15%  ,Rego Park ,Townhouse,6,2
 Fabulous studio UES 30 days min ,$99/night, 100%  ,Carnegie Hill ,Apartment,2,1
 Upper West Side 1-bedroom apartment ,$107/night, 96%  ,Carnegie Hill ,Apartment,4,1
 Beautiful private suite-like 2FL apt. West Village ,$258/night, 88%  ,NoHo ,Apartment,2,1
 New BLDG~Balcony~W/D~Prime location ,$170/night, 62%  ,Midtown ,Apartment,2,1
 Columbia U/Harlem Townhouse Duplex ,$232/night, 72%  ,Harlem ,Apartment,2,1
 Cozy Vacation Getaway ,$127/night, 37%  ,Park Slope ,Apartment,1,1
 East Village Oasis!  1Bd Apt ,$158/night, 59%  ,NoHo ,Condominium,2,1
 Adorable Studio in Heart of BKLYN ,$124/night, 93%  ,Clinton Hill ,Apartment,1,1
 Manhattan *SuperHost* Luxury 2 Bdrm Apt Sleeps 6+ ,$174/night, 91%  ,Harlem ,Apartment,6,1
 Union square~reno Studio~Terrace ,$130/night, 90%  ,NoHo ,Apartment,2,1
 Premium Apartment in Brooklyn ,$113/night, 82%  ,Brighton Beach ,Condominium,1,1
 New York 2 to 8 Guest + Private ROOFTOP SUPERHOST ,$171/night, 51%  ,Harlem ,Townhouse,5,1
 Stylish Uptown Westside Apt. ,$179/night, 85%  ,Harlem ,Apartment,3,1
 Sun-filled Brownstone in Brooklyn ,$176/night, 62%  ,Park Slope ,Townhouse,3,1
 Artsy English Basement Apartment ,$95/night, 28%  ,Flatbush ,Apartment,2,1
 SPACIOUS 2 Bedroom Apt Near Upper East HOSPITALS ,$190/night, 48%  ,Sutton Place ,Apartment,3,1
 Art deco apartment in Bay Ridge ,$111/night, 77%  ,Bay Ridge ,Apartment,1,1
 The Institute—Heart of Williamsburg ,$235/night, 88%  ,Greenpoint ,Apartment,2,1
 *PIZZAZZ* Fantastic Studio Apartment-Upper East! ,$120/night, 77%  ,Hunters Point ,Apartment,N/A,1
 3RW - CARRIAGE HOUSE STUDIO OFF CTYD ,$97/night, 76%  ,NoHo ,Apartment,1,1
 QUITE LOVELY STUDIO IN HEART OF HELLS KITCHEN** ,$161/night, 56%  ,Midtown ,Apartment,1,1
 4 Bedroom Apt On Kissena Park in NYC ,$292/night, 63%  ,Murray-Hill ,House,4,2
 European eco-chic in trendy Bklyn ,$101/night, 78%  ,Bushwick ,Apartment,5,1
 Bedstuy Garden Half Block to Subway ,$111/night, 91%  ,Bushwick ,Townhouse,2,1
 CHARMING NYC Studio Loft NEAR SOHO! ,$170/night, 88%  ,NoHo ,Loft,N/A,1
 Three bedroom Apt Near Airport ,$85/night, 61%  ,East New York ,Apartment,3,1
 Studio Apartment Bushwick/Ridgewood ,$105/night, 76%  ,Bushwick ,Apartment,6,1
 The Institute—Heart of Williamsburg ,$235/night, 88%  ,Greenpoint ,Apartment,2,1
 *PIZZAZZ* Fantastic Studio Apartment-Upper East! ,$120/night, 77%  ,Hunters Point ,Apartment,N/A,1
 3RW - CARRIAGE HOUSE STUDIO OFF CTYD ,$97/night, 76%  ,NoHo ,Apartment,1,1
 QUITE LOVELY STUDIO IN HEART OF HELLS KITCHEN** ,$161/night, 56%  ,Midtown ,Apartment,1,1
 4 Bedroom Apt On Kissena Park in NYC ,$292/night, 63%  ,Murray-Hill ,House,4,2
 European eco-chic in trendy Bklyn ,$101/night, 78%  ,Bushwick ,Apartment,5,1
 Bedstuy Garden Half Block to Subway ,$111/night, 91%  ,Bushwick ,Townhouse,2,1
 CHARMING NYC Studio Loft NEAR SOHO! ,$170/night, 88%  ,NoHo ,Loft,N/A,1
 Three bedroom Apt Near Airport ,$85/night, 61%  ,East New York ,Apartment,3,1
 Studio Apartment Bushwick/Ridgewood ,$105/night, 76%  ,Bushwick ,Apartment,6,1
 Located in the heart of EVERYTHING! ,$171/night, 74%  ,Sutton Place ,Apartment,4,1
 NYC BEACH!! surf and city! subway to Manhattan. ,$186/night, 100%  ,Rockaway Beach ,Other,2,2
" Modern, renovated garden apartment ",$188/night, 44%  ,Park Slope ,Apartment,1,1
 2 Bedroom Apt For Vacation Rentals ,$99/night, 12%  ,Woodhaven ,Townhouse,3,1
 Historic sundrenched apt of the Lower East Side ,$265/night, 86%  ,DUMBO ,Apartment,2,1
 Brooklyn Amazing 2bedrm Luxury Apt ,$179/night, 26%  ,Wingate ,Apartment,3,1
 Beautiful 2-BDRM Brownstone Apartment ,$197/night, 83%  ,Harlem ,Apartment,3,1
 Cozy Getaway in The ❤ of SoHo ,$173/night, 72%  ,NoHo ,Apartment,1,1
 Feels like home with park view ,$97/night, 72%  ,Marble Hill ,Apartment,1,1
" Huge windows, skyline, roofdeck & family friendly! ",$267/night, 96%  ,Park Slope ,Apartment,2,1
 TOWNHOUSE NEAR RSD PARK - 1 Bedroom Apt & Terrace ,$152/night, 53%  ,Central Park ,Apartment,1,1
 4 bedroom Townhouse/Brownstone/Prospect Park ,$193/night, 46%  ,Flatbush ,Townhouse,7,2
 Ultra Luxury Beach Apartment! ,$276/night, N/A%  ,Brighton Beach ,Apartment,2,2
 Beautiful Loft with river views ,$330/night, 87%  ,Greenpoint ,Loft,2,1
 Cozy and Warm 1 bedroom ,$170/night, 90%  ,Sutton Place ,Apartment,1,1
 CLEAN & COZY EAST VILLAGE PAD ,$142/night, 91%  ,NoHo ,Apartment,1,1
 Spacious Bright West Village Apt! ,$620/night, 18%  ,West Village ,Apartment,1,1
 Modern Apt - Vibrant Neighborhood! ,$127/night, 92%  ,Flatbush ,Apartment,2,1
 ️Charming️1br near Airtran & LIRR ,$75/night, 50%  ,Jamaica ,Guest suite,2,1
 Luxury Upper West Side Studio ,$110/night, 100%  ,Carnegie Hill ,Apartment,1,1
 Make Yourself At Home NYC ,$257/night, 62%  ,Lower East Side ,Apartment,2,2
 Spacious Chique Brooklyn Gem ,$152/night, 52%  ,Clinton Hill ,Apartment,2,1
" Hip, Clean and Convenient ",$99/night, 66%  ,Bushwick ,House,1,1
" Cozy Contemporary 1BD, Fort Greene ",$115/night, 49%  ,Clinton Hill ,Apartment,1,1
" Charming, quiet and comfortable 1BR ",$131/night, 54%  ,Bushwick ,Apartment,1,1
 Huge Studio Midtown Manhattan -BEST ,$159/night, 62%  ,Hunters Point ,Apartment,2,1
